出口国,进口国,税则号,商品名称,关税
US,CN,62013010,"棉制男式羽绒服棉制大衣,雨衣,短大衣,斗篷,短斗篷及类似品男式大衣,短大衣,斗篷,短斗篷,带风帽的防寒短上衣,（包括滑雪短上衣）,防风衣,防风短上衣及类似品,但税号62.03的货品除外",进口关税: 6.0 % CIF 【备注】最惠国税率 (MFN); 消费税（CONSUMPTION_TAX）: 0.0; 增值税（VAT）: 13.0 % (CIFD + CONSUMPTION_TAX)
US,CN,62013090,"棉制男式大衣、斗篷棉制大衣,雨衣,短大衣,斗篷,短斗篷及类似品男式大衣,短大衣,斗篷,短斗篷,带风帽的防寒短上衣,（包括滑雪短上衣）,防风衣,防风短上衣及类似品,但税号62.03的货品除外",进口关税: 6.0 % CIF 【备注】最惠国税率 (MFN); 消费税（CONSUMPTION_TAX）: 0.0; 增值税（VAT）: 13.0 % (CIFD + CONSUMPTION_TAX)
US,CN,62014010,"化纤制男式羽绒服化学纤维制大衣,雨衣,短大衣,斗篷,短斗篷及类似品男式大衣,短大衣,斗篷,短斗篷,带风帽的防寒短上衣,（包括滑雪短上衣）,防风衣,防风短上衣及类似品,但税号62.03的货品除外",进口关税: 8.0 % CIF 【备注】最惠国税率 (MFN); 消费税（CONSUMPTION_TAX）: 0.0; 增值税（VAT）: 13.0 % (CIFD + CONSUMPTION_TAX)
US,CN,62014090,"化纤制男式大衣、短大衣、斗篷、短斗篷等化学纤维制大衣,雨衣,短大衣,斗篷,短斗篷及类似品男式大衣,短大衣,斗篷,短斗篷,带风帽的防寒短上衣,（包括滑雪短上衣）,防风衣,防风短上衣及类似品,但税号62.03的货品除外",进口关税: 8.0 % CIF 【备注】最惠国税率 (MFN); 消费税（CONSUMPTION_TAX）: 0.0; 增值税（VAT）: 13.0 % (CIFD + CONSUMPTION_TAX)
US,CN,62019000,"其他材料制男式大衣、短大衣、斗篷、短斗篷等大衣,雨衣,短大衣,斗篷,短斗篷及类似品男式大衣,短大衣,斗篷,短斗篷,带风帽的防寒短上衣,（包括滑雪短上衣）,防风衣,防风短上衣及类似品,但税号62.03的货品除外",进口关税: 6.0 % CIF 【备注】最惠国税率 (MFN); 消费税（CONSUMPTION_TAX）: 0.0; 增值税（VAT）: 13.0 % (CIFD + CONSUMPTION_TAX)
US,CN,62022000,"毛制女式大衣、斗篷大衣,雨衣,短大衣,斗篷,短斗篷及类似品女式大衣,短大衣,斗篷,短斗篷,带风帽的防寒短上衣（包括滑雪短上衣,防风衣,防风短上衣及类似品）,但税目62.04的货品除外",进口关税: 6.0 % CIF 【备注】最惠国税率 (MFN); 消费税（CONSUMPTION_TAX）: 0.0; 增值税（VAT）: 13.0 % (CIFD + CONSUMPTION_TAX)
US,CN,62023010,"棉制女式羽绒服棉制大衣,雨衣,短大衣,斗篷,短斗篷及类似品女式大衣,短大衣,斗篷,短斗篷,带风帽的防寒短上衣（包括滑雪短上衣,防风衣,防风短上衣及类似品）,但税目62.04的货品除外",进口关税: 6.0 % CIF 【备注】最惠国税率 (MFN); 消费税（CONSUMPTION_TAX）: 0.0; 增值税（VAT）: 13.0 % (CIFD + CONSUMPTION_TAX)
US,CN,62023090,"棉制女式大衣、斗篷棉制大衣,雨衣,短大衣,斗篷,短斗篷及类似品女式大衣,短大衣,斗篷,短斗篷,带风帽的防寒短上衣（包括滑雪短上衣,防风衣,防风短上衣及类似品）,但税目62.04的货品除外",进口关税: 6.0 % CIF 【备注】最惠国税率 (MFN); 消费税（CONSUMPTION_TAX）: 0.0; 增值税（VAT）: 13.0 % (CIFD + CONSUMPTION_TAX)
US,CN,62024010,"化纤制女式羽绒服化学纤维制大衣,雨衣,短大衣,斗篷,短斗篷及类似品女式大衣,短大衣,斗篷,短斗篷,带风帽的防寒短上衣（包括滑雪短上衣,防风衣,防风短上衣及类似品）,但税目62.04的货品除外",进口关税: 9.0 % CIF 【备注】最惠国税率 (MFN); 消费税（CONSUMPTION_TAX）: 0.0; 增值税（VAT）: 13.0 % (CIFD + CONSUMPTION_TAX)
US,CN,62024090,"化纤制女式大衣、短大衣、斗篷、短斗篷等化学纤维制大衣,雨衣,短大衣,斗篷,短斗篷及类似品女式大衣,短大衣,斗篷,短斗篷,带风帽的防寒短上衣（包括滑雪短上衣,防风衣,防风短上衣及类似品）,但税目62.04的货品除外",进口关税: 9.0 % CIF 【备注】最惠国税率 (MFN); 消费税（CONSUMPTION_TAX）: 0.0; 增值税（VAT）: 13.0 % (CIFD + CONSUMPTION_TAX)
US,CN,62029000,"其他材料制女式大衣、短大衣、斗篷、短斗篷等大衣,雨衣,短大衣,斗篷,短斗篷及类似品女式大衣,短大衣,斗篷,短斗篷,带风帽的防寒短上衣（包括滑雪短上衣,防风衣,防风短上衣及类似品）,但税目62.04的货品除外",进口关税: 6.0 % CIF 【备注】最惠国税率 (MFN); 消费税（CONSUMPTION_TAX）: 0.0; 增值税（VAT）: 13.0 % (CIFD + CONSUMPTION_TAX)
US,CN,62031100,毛制男式西服套装,进口关税: 8.0 % CIF 【备注】最惠国税率 (MFN); 消费税（CONSUMPTION_TAX）: 0.0; 增值税（VAT）: 13.0 % (CIFD + CONSUMPTION_TAX)
US,CN,62031200,合成纤维制男式西服套装,进口关税: 8.0 % CIF 【备注】最惠国税率 (MFN); 消费税（CONSUMPTION_TAX）: 0.0; 增值税（VAT）: 13.0 % (CIFD + CONSUMPTION_TAX)
US,CN,62031910,丝及绢丝制男式西服套装,进口关税: 8.0 % CIF 【备注】最惠国税率 (MFN); 消费税（CONSUMPTION_TAX）: 0.0; 增值税（VAT）: 13.0 % (CIFD + CONSUMPTION_TAX)
US,CN,62031990,未列名纺织材料制男式西服套装,进口关税: 8.0 % CIF 【备注】最惠国税率 (MFN); 消费税（CONSUMPTION_TAX）: 0.0; 增值税（VAT）: 13.0 % (CIFD + CONSUMPTION_TAX)
US,CN,62032200,棉制男式便服套装,进口关税: 8.0 % CIF 【备注】最惠国税率 (MFN); 消费税（CONSUMPTION_TAX）: 0.0; 增值税（VAT）: 13.0 % (CIFD + CONSUMPTION_TAX)
US,CN,62032300,合成纤维制男式便服套装,进口关税: 8.0 % CIF 【备注】最惠国税率 (MFN); 消费税（CONSUMPTION_TAX）: 0.0; 增值税（VAT）: 13.0 % (CIFD + CONSUMPTION_TAX)
US,CN,62032910,丝及绢丝制男式便服套装,进口关税: 8.0 % CIF 【备注】最惠国税率 (MFN); 消费税（CONSUMPTION_TAX）: 0.0; 增值税（VAT）: 13.0 % (CIFD + CONSUMPTION_TAX)
US,CN,62032920,羊毛或动物细毛制男式便服套装,进口关税: 8.0 % CIF 【备注】最惠国税率 (MFN); 消费税（CONSUMPTION_TAX）: 0.0; 增值税（VAT）: 13.0 % (CIFD + CONSUMPTION_TAX)
US,CN,62032990,未列名纺织材料制男式便服套装,进口关税: 8.0 % CIF 【备注】最惠国税率 (MFN); 消费税（CONSUMPTION_TAX）: 0.0; 增值税（VAT）: 13.0 % (CIFD + CONSUMPTION_TAX)
US,CN,62033100,毛制男式上衣,进口关税: 6.0 % CIF 【备注】最惠国税率 (MFN); 消费税（CONSUMPTION_TAX）: 0.0; 增值税（VAT）: 13.0 % (CIFD + CONSUMPTION_TAX)
US,CN,62033200,棉制男式上衣,进口关税: 6.0 % CIF 【备注】最惠国税率 (MFN); 消费税（CONSUMPTION_TAX）: 0.0; 增值税（VAT）: 13.0 % (CIFD + CONSUMPTION_TAX)
US,CN,62033300,合成纤维制男式上衣,进口关税: 12.0 % CIF 【备注】最惠国税率 (MFN); 消费税（CONSUMPTION_TAX）: 0.0; 增值税（VAT）: 13.0 % (CIFD + CONSUMPTION_TAX)
US,CN,62033910,丝及绢丝制男式上衣,进口关税: 6.0 % CIF 【备注】最惠国税率 (MFN); 消费税（CONSUMPTION_TAX）: 0.0; 增值税（VAT）: 13.0 % (CIFD + CONSUMPTION_TAX)
US,CN,62033990,未列名纺织材料制男式上衣,进口关税: 6.0 % CIF 【备注】最惠国税率 (MFN); 消费税（CONSUMPTION_TAX）: 0.0; 增值税（VAT）: 13.0 % (CIFD + CONSUMPTION_TAX)
US,CN,6203410020,"毛制男童长裤、马裤羊毛或动物细毛制长裤,护胸背带工装裤,马裤及短裤男式西服套装,便服套装,上衣,长裤,护胸背带工装裤,马裤及短裤,游泳裤除外",进口关税: 6.0 % CIF 【备注】最惠国税率 (MFN); 消费税（CONSUMPTION_TAX）: 0.0; 增值税（VAT）: 13.0 % (CIFD + CONSUMPTION_TAX)
US,CN,6203410090,毛制男式短裤,进口关税: 6.0 % CIF 【备注】最惠国税率 (MFN); 消费税（CONSUMPTION_TAX）: 0.0; 增值税（VAT）: 13.0 % (CIFD + CONSUMPTION_TAX)
US,CN,62034210,棉制阿拉伯裤,进口关税: 6.0 % CIF 【备注】最惠国税率 (MFN); 消费税（CONSUMPTION_TAX）: 0.0; 增值税（VAT）: 13.0 % (CIFD + CONSUMPTION_TAX)
US,CN,6203429010,"棉制其他男童长裤、护胸背带工装裤、马裤及短裤其他棉制长裤,护胸背带工装裤,马裤及短裤男式西服套装,便服套装,上衣,长裤,护胸背带工装裤,马裤及短裤,游泳裤除外",进口关税: 6.0 % CIF 【备注】最惠国税率 (MFN); 消费税（CONSUMPTION_TAX）: 0.0; 增值税（VAT）: 13.0 % (CIFD + CONSUMPTION_TAX)
US,CN,6203429090,"棉制其他男式长裤、护胸背带工装裤、马裤及短裤其他棉制长裤,护胸背带工装裤,马裤及短裤男式西服套装,便服套装,上衣,长裤,护胸背带工装裤,马裤及短裤,游泳裤除外",进口关税: 6.0 % CIF 【备注】最惠国税率 (MFN); 消费税（CONSUMPTION_TAX）: 0.0; 增值税（VAT）: 13.0 % (CIFD + CONSUMPTION_TAX)
US,CN,62034310,合成纤维制阿拉伯裤,进口关税: 8.0 % CIF 【备注】最惠国税率 (MFN); 消费税（CONSUMPTION_TAX）: 0.0; 增值税（VAT）: 13.0 % (CIFD + CONSUMPTION_TAX)
US,CN,6203439010,"其他合纤制其他男童长裤、护胸背带工装裤、马裤及短裤其他合成纤维制长裤,护胸背带工装裤,马裤及短裤男式西服套装,便服套装,上衣,长裤,护胸背带工装裤,马裤及短裤,游泳裤除外",进口关税: 12.0 % CIF 【备注】最惠国税率 (MFN); 消费税（CONSUMPTION_TAX）: 0.0; 增值税（VAT）: 13.0 % (CIFD + CONSUMPTION_TAX)
US,CN,6203439090,"合纤制其他男式长裤、护胸背带工装裤、马裤及短裤其他合成纤维制长裤,护胸背带工装裤,马裤及短裤男式西服套装,便服套装,上衣,长裤,护胸背带工装裤,马裤及短裤,游泳裤除外",进口关税: 12.0 % CIF 【备注】最惠国税率 (MFN); 消费税（CONSUMPTION_TAX）: 0.0; 增值税（VAT）: 13.0 % (CIFD + CONSUMPTION_TAX)
US,CN,62034910,其他纺织材料制阿拉伯裤,进口关税: 6.0 % CIF 【备注】最惠国税率 (MFN); 消费税（CONSUMPTION_TAX）: 0.0; 增值税（VAT）: 13.0 % (CIFD + CONSUMPTION_TAX)
US,CN,6203499010,"人纤制男童护胸背带工装裤其他其他纺织材料制长裤,护胸背带工装裤,马裤及短裤男式西服套装,便服套装,上衣,长裤,护胸背带工装裤,马裤及短裤,游泳裤除外",进口关税: 6.0 % CIF 【备注】最惠国税率 (MFN); 消费税（CONSUMPTION_TAX）: 0.0; 增值税（VAT）: 13.0 % (CIFD + CONSUMPTION_TAX)
US,CN,6203499090,"其他材料制其他男式长裤、护胸背带工装裤、马裤及短裤其他其他纺织材料制长裤,护胸背带工装裤,马裤及短裤男式西服套装,便服套装,上衣,长裤,护胸背带工装裤,马裤及短裤,游泳裤除外",进口关税: 6.0 % CIF 【备注】最惠国税率 (MFN); 消费税（CONSUMPTION_TAX）: 0.0; 增值税（VAT）: 13.0 % (CIFD + CONSUMPTION_TAX)
US,CN,62041100,毛制女式西服套装,进口关税: 8.0 % CIF 【备注】最惠国税率 (MFN); 消费税（CONSUMPTION_TAX）: 0.0; 增值税（VAT）: 13.0 % (CIFD + CONSUMPTION_TAX)
US,CN,6204120010,含裤子的棉制女式西服套装,进口关税: 8.0 % CIF 【备注】最惠国税率 (MFN); 消费税（CONSUMPTION_TAX）: 0.0; 增值税（VAT）: 13.0 % (CIFD + CONSUMPTION_TAX)
US,CN,6204120090,不含裤子的棉制女式西服套装,进口关税: 8.0 % CIF 【备注】最惠国税率 (MFN); 消费税（CONSUMPTION_TAX）: 0.0; 增值税（VAT）: 13.0 % (CIFD + CONSUMPTION_TAX)
US,CN,62041300,合成纤维制女式西服套装,进口关税: 8.0 % CIF 【备注】最惠国税率 (MFN); 消费税（CONSUMPTION_TAX）: 0.0; 增值税（VAT）: 13.0 % (CIFD + CONSUMPTION_TAX)
US,CN,62041910,丝及绢丝制女式西服套装,进口关税: 8.0 % CIF 【备注】最惠国税率 (MFN); 消费税（CONSUMPTION_TAX）: 0.0; 增值税（VAT）: 13.0 % (CIFD + CONSUMPTION_TAX)
US,CN,62041990,未列名纺织材料制女式西服套装,进口关税: 8.0 % CIF 【备注】最惠国税率 (MFN); 消费税（CONSUMPTION_TAX）: 0.0; 增值税（VAT）: 13.0 % (CIFD + CONSUMPTION_TAX)
US,CN,62042100,羊毛或动物细毛制女式便服套装,进口关税: 8.0 % CIF 【备注】最惠国税率 (MFN); 消费税（CONSUMPTION_TAX）: 0.0; 增值税（VAT）: 13.0 % (CIFD + CONSUMPTION_TAX)
US,CN,62042200,棉制女式便服套装,进口关税: 8.0 % CIF 【备注】最惠国税率 (MFN); 消费税（CONSUMPTION_TAX）: 0.0; 增值税（VAT）: 13.0 % (CIFD + CONSUMPTION_TAX)
US,CN,62042300,合成纤维制女式便服套装,进口关税: 10.0 % CIF 【备注】最惠国税率 (MFN); 消费税（CONSUMPTION_TAX）: 0.0; 增值税（VAT）: 13.0 % (CIFD + CONSUMPTION_TAX)
US,CN,62042910,丝及绢丝制女式便服套装,进口关税: 10.0 % CIF 【备注】最惠国税率 (MFN); 消费税（CONSUMPTION_TAX）: 0.0; 增值税（VAT）: 13.0 % (CIFD + CONSUMPTION_TAX)
US,CN,62042990,未列名纺织材料制女式便服套装,进口关税: 6.0 % CIF 【备注】最惠国税率 (MFN); 消费税（CONSUMPTION_TAX）: 0.0; 增值税（VAT）: 13.0 % (CIFD + CONSUMPTION_TAX)
US,CN,62043100,毛制女式上衣,进口关税: 6.0 % CIF 【备注】最惠国税率 (MFN); 消费税（CONSUMPTION_TAX）: 0.0; 增值税（VAT）: 13.0 % (CIFD + CONSUMPTION_TAX)
US,CN,62043200,棉制女式上衣,进口关税: 6.0 % CIF 【备注】最惠国税率 (MFN); 消费税（CONSUMPTION_TAX）: 0.0; 增值税（VAT）: 13.0 % (CIFD + CONSUMPTION_TAX)
US,CN,62043300,合成纤维制女式上衣,进口关税: 12.0 % CIF 【备注】最惠国税率 (MFN); 消费税（CONSUMPTION_TAX）: 0.0; 增值税（VAT）: 13.0 % (CIFD + CONSUMPTION_TAX)
US,CN,62043910,丝及绢丝制女式上衣,进口关税: 6.0 % CIF 【备注】最惠国税率 (MFN); 消费税（CONSUMPTION_TAX）: 0.0; 增值税（VAT）: 13.0 % (CIFD + CONSUMPTION_TAX)
US,CN,62043990,未列名纺织材料制女式上衣,进口关税: 6.0 % CIF 【备注】最惠国税率 (MFN); 消费税（CONSUMPTION_TAX）: 0.0; 增值税（VAT）: 13.0 % (CIFD + CONSUMPTION_TAX)
US,CN,62044100,毛制女式连衣裙,进口关税: 6.0 % CIF 【备注】最惠国税率 (MFN); 消费税（CONSUMPTION_TAX）: 0.0; 增值税（VAT）: 13.0 % (CIFD + CONSUMPTION_TAX)
US,CN,62044200,棉制女式连衣裙,进口关税: 6.0 % CIF 【备注】最惠国税率 (MFN); 消费税（CONSUMPTION_TAX）: 0.0; 增值税（VAT）: 13.0 % (CIFD + CONSUMPTION_TAX)
US,CN,62044300,合成纤维制女式连衣裙,进口关税: 8.0 % CIF 【备注】最惠国税率 (MFN); 消费税（CONSUMPTION_TAX）: 0.0; 增值税（VAT）: 13.0 % (CIFD + CONSUMPTION_TAX)
US,CN,62044400,人造纤维制女式连衣裙,进口关税: 6.0 % CIF 【备注】最惠国税率 (MFN); 消费税（CONSUMPTION_TAX）: 0.0; 增值税（VAT）: 13.0 % (CIFD + CONSUMPTION_TAX)
US,CN,62044910,丝及绢丝制女式连衣裙,进口关税: 6.0 % CIF 【备注】最惠国税率 (MFN); 消费税（CONSUMPTION_TAX）: 0.0; 增值税（VAT）: 13.0 % (CIFD + CONSUMPTION_TAX)
US,CN,62044990,未列名纺织材料制女式连衣裙,进口关税: 6.0 % CIF 【备注】最惠国税率 (MFN); 消费税（CONSUMPTION_TAX）: 0.0; 增值税（VAT）: 13.0 % (CIFD + CONSUMPTION_TAX)
US,CN,62045100,毛制女式裙子及裙裤,进口关税: 6.0 % CIF 【备注】最惠国税率 (MFN); 消费税（CONSUMPTION_TAX）: 0.0; 增值税（VAT）: 13.0 % (CIFD + CONSUMPTION_TAX)
US,CN,62045200,棉制女式裙子及裙裤,进口关税: 6.0 % CIF 【备注】最惠国税率 (MFN); 消费税（CONSUMPTION_TAX）: 0.0; 增值税（VAT）: 13.0 % (CIFD + CONSUMPTION_TAX)
US,CN,62045300,合成纤维制女式裙子及裙裤,进口关税: 6.0 % CIF 【备注】最惠国税率 (MFN); 消费税（CONSUMPTION_TAX）: 0.0; 增值税（VAT）: 13.0 % (CIFD + CONSUMPTION_TAX)
US,CN,62045910,丝及绢丝制女式裙子及裙裤,进口关税: 6.0 % CIF 【备注】最惠国税率 (MFN); 消费税（CONSUMPTION_TAX）: 0.0; 增值税（VAT）: 13.0 % (CIFD + CONSUMPTION_TAX)
US,CN,62045990,未列名纺织材料制女式裙子及裙裤,进口关税: 6.0 % CIF 【备注】最惠国税率 (MFN); 消费税（CONSUMPTION_TAX）: 0.0; 增值税（VAT）: 13.0 % (CIFD + CONSUMPTION_TAX)
US,CN,62046100,细毛制女裤,进口关税: 6.0 % CIF 【备注】最惠国税率 (MFN); 消费税（CONSUMPTION_TAX）: 0.0; 增值税（VAT）: 13.0 % (CIFD + CONSUMPTION_TAX)
US,CN,62046200,棉制女裤,进口关税: 6.0 % CIF 【备注】最惠国税率 (MFN); 消费税（CONSUMPTION_TAX）: 0.0; 增值税（VAT）: 13.0 % (CIFD + CONSUMPTION_TAX)
US,CN,62046300,合成纤维制女裤,进口关税: 12.0 % CIF 【备注】最惠国税率 (MFN); 消费税（CONSUMPTION_TAX）: 0.0; 增值税（VAT）: 13.0 % (CIFD + CONSUMPTION_TAX)
US,CN,62046900,其他纺织材料制女裤,进口关税: 6.0 % CIF 【备注】最惠国税率 (MFN); 消费税（CONSUMPTION_TAX）: 0.0; 增值税（VAT）: 13.0 % (CIFD + CONSUMPTION_TAX)
US,CN,6205200010,不带特制领的棉制男成人衬衫,进口关税: 6.0 % CIF 【备注】最惠国税率 (MFN); 消费税（CONSUMPTION_TAX）: 0.0; 增值税（VAT）: 13.0 % (CIFD + CONSUMPTION_TAX)
US,CN,6205200091,其他棉制男童游戏套装衬衫,进口关税: 6.0 % CIF 【备注】最惠国税率 (MFN); 消费税（CONSUMPTION_TAX）: 0.0; 增值税（VAT）: 13.0 % (CIFD + CONSUMPTION_TAX)
US,CN,6205200099,其他棉制男式衬衫,进口关税: 6.0 % CIF 【备注】最惠国税率 (MFN); 消费税（CONSUMPTION_TAX）: 0.0; 增值税（VAT）: 13.0 % (CIFD + CONSUMPTION_TAX)
US,CN,6205300011,不带特制领的化学纤维制男式衬衫,进口关税: 6.0 % CIF 【备注】最惠国税率 (MFN); 消费税（CONSUMPTION_TAX）: 0.0; 增值税（VAT）: 13.0 % (CIFD + CONSUMPTION_TAX)
US,CN,6205300019,不带特制领的化纤制其他男童衬衫,进口关税: 6.0 % CIF 【备注】最惠国税率 (MFN); 消费税（CONSUMPTION_TAX）: 0.0; 增值税（VAT）: 13.0 % (CIFD + CONSUMPTION_TAX)
US,CN,6205300091,化学纤维制其他男成人及男童衬衫,进口关税: 6.0 % CIF 【备注】最惠国税率 (MFN); 消费税（CONSUMPTION_TAX）: 0.0; 增值税（VAT）: 13.0 % (CIFD + CONSUMPTION_TAX)
US,CN,6205300092,化学纤维制其他男童游戏套装衬衫,进口关税: 6.0 % CIF 【备注】最惠国税率 (MFN); 消费税（CONSUMPTION_TAX）: 0.0; 增值税（VAT）: 13.0 % (CIFD + CONSUMPTION_TAX)
US,CN,6205300099,化纤制其他男成人衬衫,进口关税: 6.0 % CIF 【备注】最惠国税率 (MFN); 消费税（CONSUMPTION_TAX）: 0.0; 增值税（VAT）: 13.0 % (CIFD + CONSUMPTION_TAX)
US,CN,62059010,丝及绢丝制男衬衫,进口关税: 6.0 % CIF 【备注】最惠国税率 (MFN); 消费税（CONSUMPTION_TAX）: 0.0; 增值税（VAT）: 13.0 % (CIFD + CONSUMPTION_TAX)
US,CN,62059020,羊毛或动物细毛制男式衬衫,进口关税: 6.0 % CIF 【备注】最惠国税率 (MFN); 消费税（CONSUMPTION_TAX）: 0.0; 增值税（VAT）: 13.0 % (CIFD + CONSUMPTION_TAX)
US,CN,62059090,未列名纺织材料制男衬衫,进口关税: 6.0 % CIF 【备注】最惠国税率 (MFN); 消费税（CONSUMPTION_TAX）: 0.0; 增值税（VAT）: 13.0 % (CIFD + CONSUMPTION_TAX)
US,CN,62061000,丝及绢丝制女衬衫,进口关税: 6.0 % CIF 【备注】最惠国税率 (MFN); 消费税（CONSUMPTION_TAX）: 0.0; 增值税（VAT）: 13.0 % (CIFD + CONSUMPTION_TAX)
US,CN,62062000,毛制女衬衫,进口关税: 6.0 % CIF 【备注】最惠国税率 (MFN); 消费税（CONSUMPTION_TAX）: 0.0; 增值税（VAT）: 13.0 % (CIFD + CONSUMPTION_TAX)
US,CN,62063000,棉制女衬衫,进口关税: 6.0 % CIF 【备注】最惠国税率 (MFN); 消费税（CONSUMPTION_TAX）: 0.0; 增值税（VAT）: 13.0 % (CIFD + CONSUMPTION_TAX)
US,CN,62064000,化纤制女衬衫,进口关税: 8.0 % CIF 【备注】最惠国税率 (MFN); 消费税（CONSUMPTION_TAX）: 0.0; 增值税（VAT）: 13.0 % (CIFD + CONSUMPTION_TAX)
US,CN,6206900030,其他纺织材料制女式衬衫,进口关税: 6.0 % CIF 【备注】最惠国税率 (MFN); 消费税（CONSUMPTION_TAX）: 0.0; 增值税（VAT）: 13.0 % (CIFD + CONSUMPTION_TAX)
US,CN,6206900090,其他纺织材料制女式衬衫其他纺织材料制女衬衫,进口关税: 6.0 % CIF 【备注】最惠国税率 (MFN); 消费税（CONSUMPTION_TAX）: 0.0; 增值税（VAT）: 13.0 % (CIFD + CONSUMPTION_TAX)
US,CN,62071100,棉制男式内裤及三角裤,进口关税: 6.0 % CIF 【备注】最惠国税率 (MFN); 消费税（CONSUMPTION_TAX）: 0.0; 增值税（VAT）: 13.0 % (CIFD + CONSUMPTION_TAX)
US,CN,62071910,丝及绢丝制男内裤,进口关税: 6.0 % CIF 【备注】最惠国税率 (MFN); 消费税（CONSUMPTION_TAX）: 0.0; 增值税（VAT）: 13.0 % (CIFD + CONSUMPTION_TAX)
